job,wages,welfare,location,req
['Java工程师'],['1.2-1.5万/月'],"['五险一金', '补充医疗保险', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '绩效奖金', '定期体检']",['广州\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['1.参与JAVA/J2EE技术的相关产品设计、开发、测试等产品研发工作；', '2.参与软件工程文档、产品文档编写，满足质量要求；', '3.参与研发产品在工程项目中的安装、调试、客户化修改、开发。', '岗位要求：', '1.国家正规院校大学本科或以上学历，计算机或相关专业毕业，3年以上软件行业经验；', '2熟悉前端开发HTML5 CSS3 JS ES6 VUE Jquery React\xa0常用VUE的UI组件库；', '3熟悉后端开发JavaEE技术，面向对象的分析和设计技术，熟悉Sping、MyBatis、SpringCloud、Dubbo等主流的开源框架；', '4.了解数据库对应的分布式架构，并有Hadoop、ZooKeeper、ES、Kafka开发经验，Mysql、Oracle、Redis等数据库；', '5.了解测试自动化测试工具与框架(接口测试等)的设计和实现、性能（负载、压力...）测试，安全测试。']"
['JAVA后台开发工程师'],['1-2万/月'],"['五险一金', '补充医疗保险', '补充公积金', '员工旅游', '餐饮补贴', '定期体检', '年终奖金', '绩效奖金']",['杭州-滨江区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责： ', '1、负责公司产品和项目功能的设计、开发，保证开发进度和项目质量；确保数据的保密和安全。', '岗位要求：', '1、三年以上Java\xa0Web应用程序开发经验,\xa0熟悉web\xa0service\xa0开发。', '2、熟悉Linux开发环境。', '3、熟悉MySQL，较强的数据库设计能力，了解索引原理与优化。', '4、有游戏平台后台开发经验者优先。']"
['JAVA高级软件工程师'],['1-1.9万/月'],"['五险一金', '员工旅游', '年终奖金', '餐饮补贴', '定期体检', '绩效奖金']",['上海\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招若干人\xa0\xa0|\xa0\xa001-22发布\xa0\xa0|\xa0\xa0英语良好'],"['职位描述：', '1、负责参与项目需求分析,进行系统框架和核心模块的详细设计；', '2、根据产品开发进度和任务分配，开发相应的软件模块；', '3、根据公司技术文档规范编写相应的技术文档；', '任职资格：', '1、5年以上Java开发工作经验，熟悉J2EE体系结构，熟悉EJB、JSP、SERVLET、JDBC、JNDI等技术；', '2、了解现流行的各种体系框架，如struts、hibernate、spring等；', '3、熟悉SQL语言，熟悉数据库编程；', '4、良好的计划、沟通、组织协调能力、语言表达能力；', '5、较强的逻辑分析能力和应变能力，良好的团队合作精神；']"
['Java高级开发工程师（微服务）'],['1-1.6万/月'],"['五险一金', '绩效奖金', '定期体检', '年终奖金', '专业培训']",['天津-滨海新区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招5人\xa0\xa0|\xa0\xa001-22发布'],"['Java，Docker，SPRING\xa0CLOUD', '1.本科及以上学历，从业3年以上', '2.掌握微服务开发，了解Spring\xa0Cloud常用组件，对开源的框架如Mybatis、Spring\xa0Boot等有深入的了解', '3.熟悉常见数据库oracle、mysql之一', '4.了解持续集成、持续发布的管理流程和工具，有DevOps实施经验者优先', '5.熟悉redis、ActiveMQ、nginx、kudu、kafka、负载均衡等优先', '6.具有良好的自学能力、技术文档能力、故障排除能力及良好的团队合作精神，责任心强，工作能吃苦耐劳，客户服务意识强。', '可以适应短期的出差工作', '福利', '1．带薪假日：员工可享受国家规定的重要节假日，期间照常支付薪金；', '\xa0员工转正后可享受公司员工手册规定的婚假、丧假、产假及护理假；', '在公司工作满一年后，员工可以按规定享受年休假，这些假期均为有薪假期。', '2．社会保险：员工试用期享有国家法定的工伤、失业、生育、医疗保险；转正后可享受国家法定的养老、工伤、失业、生育、医疗、公积金等保险福利。', '3．员工体检：每年一次。']"
['Java高级开发工程师'],['2-2.5万/月'],"['做五休二', '五险一金', '绩效奖金', '交通补贴', '通讯补贴', '餐饮补贴']",['上海-杨浦区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],[]
['Java开发工程师'],['1.5-2万/月'],"['五险一金', '员工旅游', '绩效奖金', '年终奖金', '定期体检']",['深圳-南山区\xa0\xa0|\xa0\xa05-7年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1.负责软件产品的技术研究工作，具体包括：详细需求设计、代码实现、内部测试和技术支持等；', '2.负责项目的日常维护与支持工作。', '任职资格：', '1、精通Java编程，熟练使用Spring开源框架，包括Springboot、SpringCloud、mybits、JPA、Hibernate等，对常用的语法和框架、类库，了解其实现的原理，', '2、熟悉mysql、mongodb、redis,elasticsearch、logstash等的使用；', '3、熟悉Tomcat、Nginx、Zookeeper等中间件使用和性能调优', '4、、精通至少activemq、kafka或者rabbitmq一种消息队列；', '5、有大型分布式、高并发、高负载、高可用系统设计、开发和调优经验', '6、熟悉Linux操作系统，熟悉Linux服务部署且可以熟练使用常用的Linux命令完成日常工作', '7、高度的工作责任心，工作认真、细心、虚心好学、沟通能力强；对工作有热情能吃苦耐劳，能够承受较大压力、接受挑战']"
['java服务端工程师'],['0.8-1.3万/月'],"['带薪年假', '五险一金', '专业培训', '节日福利', '全勤奖', '绩效奖金', '餐饮补贴', '交通补贴', '定期体检']",['广州-海珠区\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['此岗位需要有游戏开发经验的，欢迎投递 ~', '岗位职责：', '1、负责游戏服务端游戏核心业务逻辑的开发；\xa0', '2、负责游戏服务端各接口系统的开发；\xa0', '3、负责游戏服务端性能优化，部分技术攻关；', '4、编写相关开发文档。', '任职要求：', '1.两年及以上的游戏开发经验；', '2.精通Java编程语言，深入理解面向对象编程思想;', '3.熟悉TCP/IP协议，精通netty网络框架；', '4.熟悉SpringBoot框架；', '5.熟悉MySQL数据库的设计和开发技术；', '6.熟悉Linux/Unix常用命令，能完成简单的应用部署；', '7.具有良好合作意识和协作能力，善于沟通，充满激情；', '8.喜欢网络游戏，对游戏开发有热情，能承受较大的工作压力。', '福利：', '1、社保福利：购买五险一金（包括基本医疗保险、养老保险、工伤保险、失业保险、生育保险、住房公积金）；', '2、奖金补贴：除基本工资外，提供工作日餐补、加班交通补贴或补休、年底双薪、年底优秀员工奖等；', '3、假期福利：享有国家规定的法定节假日及带薪年假、婚假、产假、丧假等假期；', '4、工作福利：不定期提供免费零食下午茶等，同时拥有种类丰富的公益饮料吧；', '5、企业文化福利：定期开展丰富多样的游戏竞技比赛，多种类型游戏体验活动，定期组织各种体育活动（羽毛球、篮球等）、户外拓展等员工活动，逢全球节假日还会举行相关节假日庆祝类员工活动。', '6、培训福利：从新人培训到岗位技能培训，拥有完善的培训体系，拥有资深培训讲师资源。每周微讲堂还会邀请公司独特领域有建树的同事进行技能分享。', '7、其他福利：年度体检，工作同时更加关爱您的健康。', '福利：', '1、社保福利：购买五险一金（包括基本医疗保险、养老保险、工伤保险、失业保险、生育保险、住房公积金）；', '2、奖金补贴：除基本工资外，提供工作日餐补、加班交通补贴或补休、年底双薪、年底优秀员工奖等；', '3、假期福利：享有国家规定的法定节假日及带薪年假、婚假、产假、丧假等假期；', '4、工作福利：不定期提供免费零食下午茶等，同时拥有种类丰富的公益饮料吧；', '5、企业文化福利：定期开展丰富多样的游戏竞技比赛，多种类型游戏体验活动，定期组织各种体育活动（羽毛球、篮球等）、户外拓展等员工活动，逢全球节假日还会举行相关节假日庆祝类员工活动。', '6、培训福利：从新人培训到岗位技能培训，拥有完善的培训体系，拥有资深培训讲师资源。每周微讲堂还会邀请公司独特领域有建树的同事进行技能分享。', '7、其他福利：年度体检，工作同时更加关爱您的健康。']"
['Java后端 （五险一金）'],['1-1.5万/月'],"['五险一金', '周末双休', '年终奖金', '绩效奖金', '全勤奖', '节日福利', '每年多次调薪']",['武汉-武昌区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['1、负责电商小程序产品后台的主要功能模块的设计、开发、验证和性能调优；', '2、负责小程序系统相关数据挖掘、数据分析系统的开发；', '3、有架构设计能力，具备大型项目的开发经验；', '\xa0', '岗位职责', '1、3年以上后端开发相关经验；', '2、熟练使用linux系统、熟悉springboot、springcloud、mybatis框架，熟悉使用java系列框架，熟练掌握数据库开发知识，熟悉SQL语法；', '3、有业务理解能力，具有一定的钻研精神，能解决各种未知问题，学习能力强，有良好的编程习惯和技术文档编写习惯；', '4、细致、耐心的工作态度，良好的沟通技巧和组织协调能力，富有激情和创造性，具备良好的团队合作精神；', '5、计算机软件相关专业、电商项目开发经验者优先。']"
['Java开发工程师'],['6-8千/月'],[],['西宁\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0招3人\xa0\xa0|\xa0\xa001-22发布'],"['1、参与项目前期需求调研分析与设计工作；', '2、按照具体要求执行开发任务，按计划独立完成开发、编程任务；', '3、参与相关的系统测试及部署工作；', '4、进行编制项目文档和质量记录的工作；', '5、维护软件使之保持可用性和稳定性；', '6、完成项目经理交办的其他工作。', '任职资格：', '1、大专及其以上学历，计算机相关专业；', '2、1年以上JAVA开发经验；', '3、熟悉面向对象的分析与设计方法、熟练使用JAVA语言，理解设计模式，拥有良好的编码风格；', '4、熟悉J2EE相关技术，熟悉基于Spring MVC等常用框架的应用开发；', '5、熟练使用Oracle、MySql、Sqlserver等至少一种数据库；', '6、精通掌握JQuery和JavaScript技术，可以熟练根据设计文档进行各种前台页面布局与交互代码编写；', '6、具有良好的沟通表达以及文档写作能力，踏实认真、责任心强，工作主动，具备良好的团队合作精神，能承受一定的工作压力。']"
['java软件主管'],['1.5-2.2万/月'],"['五险一金', '员工旅游', '餐饮补贴', '定期体检', '绩效奖金', '年终奖金']",['杭州\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['工作职责：', '1、负责带领团队完成产品软件设计，制定开发方案、开发计划等；', '2、负责仪器开发部新产品的软件需求、架构和详细设计；', '3、负责软件代码质量及版本控制，审核各阶段研发文档；', '4、参与核心功能设计和关键技术攻关；', '5、负责Java软件团队的建设和管理，指导Java软件工程师工作。', '任职要求：', '1、2年以上Android Java开发经验；', '2、JAVA专业知识，Android专业知识等；', '3、深刻了解Android java及熟悉Android文件系统; 熟练掌握SVN、Git、Maven、Jenkins的使用; 精通Android平台下的开发，Android SDK及相关开发工具', '4、良好的组织、领导、沟通协调、解决问题及抗压能力', '5、计算机、电子、自动化或相关专业，本科及以上学历', '薪酬待遇：', '1.公平公正的晋升通道。', '2.公开透明的薪酬体系制度，基本工资＋五险一金+餐补+绩效奖+工时完成率奖+质量奖+项目奖或年中/终奖，努力付出就有高薪回报。', '3.具体工资待遇面谈。', '4.其他福利：节假日福利／贡献奖／优秀员工奖；']"
['Java资深开发工程师'],['1.5-2万/月'],"['五险一金', '员工旅游', '餐饮补贴', '绩效奖金', '弹性工作', '周末双休']",['广州-天河区\xa0\xa0|\xa0\xa05-7年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['1.负责系统功能的设计、开发、维护工作；', '2.对系统性能,稳定性,可测试性方面提出设计和优化建议并实施；', '3.保证代码的规范，通过Code Review确保团队代码质量；', '4.具备team leader的能力，带领3-4个项目开发，能根据开发进度和任务分配，完成相应软件模块的设计、开发、单元测试和文档编写；', '5.协助部门经理或项目经理完成项目的上线和交付；', '6.负责指导初中级开发工作,协助解决开发中的技术问题。', '职位要求：', '1.本科计算机相关专业以上学历，有5年以上JAVA项目开发经验，有开发团队管理SCRM/CRM经验优先；', '2.熟练使用Spring、SpringBoot、SpringCloud等开源框架，对微服务架构和分布式系统有深入理解；', '3.深刻理解软件系统架构，精通面向对象分析设计方法，出色的逻辑思维能力；', '4.熟悉主流的中间件，如RabbitMQ、Kafka、Zookeeper、Redis等的基本原理和使用。', '5.熟练使用SQL，熟悉NoSql使用\xa0，具备MySQL、Redis等数据库的使用经验和数据库表模型设计经验；', '6.熟练掌握和应用常用软件配置管理和构建工具，如Git、Maven等；', '7.熟悉JAVA应用服务器（Tomcat/Jetty等）的部署、配置、使用、维护等；', '8.自身基础扎实，良好的团队协作精神，有能力对团队在软件设计、实现和测试方面进行指导；', '9.关注公司长远稳定发展，希望和公司一同成长。', '★★★公司福利★★★', '1、五险一金、员工旅游、周末双休、绩效奖金、弹性工作；\xa0', '2、具有竞争力的薪资待遇，五天工作制，双休；', '3、公司环境优美，团队年轻活力，文化简单快乐，给您家人般的温暖；', '4、涵盖养老、生育、工伤、失业、医疗等全项社会保障，以及住房公积金；', '5、定期组织员工户外活动，彻底放松您的身心。']"
['Java开发工程师'],['1-1.5万/月'],"['五险一金', '员工活动', '绩效奖金', '年终奖金', '带薪年假', '节日福利']",['深圳\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布\xa0\xa0|\xa0\xa0软件工程 计算机科学与技术'],"['岗位职责：', '基于泛微e-cology协同办公系统开发平台，进行内部功能性应用开发', '任职要求：', '任职资格： \xa0 \xa0', '1、计算机或者相关专业，统招全日制本科及以上学历； \xa0 \xa0', '2、良好的问题理解能力，能够理解以及处理复杂逻辑；\xa0 \xa0\xa0', '3、精通使用Idea/Eclipse、Maven、Git、Junit等工具；\xa0', '4、3年以上的Java开发及应用经验，熟悉Spring、Springmvc，Mybatis等框架，熟练使用Redis、ehcache等缓存技术。', '5、熟练掌握JAVASCRIPT脚本编写，了解React.JS，XSLT, CSS3，HTML5的相关知识； \xa0 \xa0', '6、掌握数据库的相关知识，熟悉SQLSERVER 、ORACLE，具备SQL、触发器、函数、存储过程的编写能力； \xa0 \xa0', '7、有泛微E-COLOGY产品开发经验者优先；']"
['JAVA中级工程师'],['0.9-1.3万/月'],[],['广州-番禺区\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0']"
['java主程（游戏方向）'],['3-4万/月'],[],['北京\xa0\xa0|\xa0\xa010年以上经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招若干人\xa0\xa0|\xa0\xa001-22发布'],[]
['Java开发工程师（大数据团队）'],['1.5-1.8万/月'],"['五险一金', '通讯补贴', '定期体检', '绩效奖金', '年终奖金', '交通补贴', '餐饮补贴', '国企平台']",['广州-天河区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招若干人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1、参与项目后台的开发及维护；', '2、独立完成相关代码的开发、自测等工作；', '3、根据系统架构方案开发核心模块，提供高可用、高性能平台；', '4、负责快速排查并解决上线问题,提升系统的稳定性；', '任职要求：', '1、计算机专业本科及以上学历，三年工作经验以上，3年以上Java开发工作经验；', '2、熟悉spring\xa0boot、spring\xa0cloud、mybatis\xa0等开源框架', '3、熟悉常用的linux命令', '4、熟悉mysql等数据库使用；', '5、善于沟通及主动思考总结,倡导创新与持续优化，思路周密，代码严谨，对技术有强烈兴趣；', '6、思路清晰，善于思考，能独立分析和解决问题；责任心强，具备良好的团队合作精神和承受压力的能力；']"
['JAVA工程师'],['1-1.5万/月'],"['五险一金', '补充医疗保险', '员工旅游', '股票期权', '年终奖金', '弹性工作', '定期体检']",['杭州-拱墅区\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1.\xa0参与公司相关业务系统开发、技术方案设计和实施', '2.\xa0参与系统核心代码编写', '3.\xa0系统日常运维，监控和问题解决', '岗位要求：', '1.\xa0本科以上学历，1-3年Java开发经验，有知名互联网或软件公司或者金融行业工作经验的优先', '2.\xa0熟悉java语言，熟悉多线程，SpringMVC，SpringBoot，SpringCloud，Mybatis等常用开源框架的原理和应用', '3.\xa0熟悉Mysql的使用，设计和优化', '4.\xa0熟悉Linux的基本操作']"
['JAVA开发工程师（中级）'],['0.8-1万/月'],"['五险一金', '交通补贴', '通讯补贴', '绩效奖金', '年终奖金', '弹性工作', '节日福利']",['合肥-蜀山区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：\xa0', '1、负责业务需求的把控、分析、结合当前系统现状，提出开发方案；', '2、配合架构师做项目的架构设计和核心模块设计；', '3、优化系统，保证系统的性能和稳定性；', '4、负责从客户视角考虑功能的设计开发；', '5、负责项目过程中的各类开发文档编写；', '6、负责产品研发的进度、质量；', '7、团队技术能力不足时，负责新技术能力的补充输出；', '任职资格：', '教育背景:', '◆\xa0计算机或者相关专业，全日制专科及以上学历；', '经\xa0\xa0\xa0\xa0\xa0验:', '◆3年以上java方向开发工作经验', '技能技巧:', '◆精通MyBatis、spring、SpringBoot、spring-oauth2等开源技术框架；', '◆精通一种以上关系型数据库(Oracle或MySQL),有较强的SQL编写能力,具备数据库设计及调优经验；', '◆精通redis，memcached等分布式缓存系统应用；', '◆精通linux操作系统及Shell或其他脚本语言编程；', '◆精通REST接口开发技术;', '◆熟悉微服务架构理念,熟悉Docker/Kubernetes、spring\xa0cloud等微服务框架;', '◆熟悉服务化思想，制定服务规划、设计、标准规范等;', '◆熟悉信息安全加解密技术、PKI网络安全认证协议者优先;', '态\xa0\xa0\xa0\xa0度:', '◆与时俱进，对技术有激情；', '◆有较强的独立、主动的学习能力，良好的沟通表达能力和团队协作能力；\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0\xa0']"
['Java开发工程师'],['6-8千/月'],"['五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金', '定期体检']",['北京-朝阳区\xa0\xa0|\xa0\xa01年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1.参加基于Java/Spring\xa0Web等技术的服务器应用开发；', '2.参与系统分析与设计，并负责完成核心代码；', '3.根据开发规范与流程完成模块的设计、编码、测试以及相关文档。', '任职要求：', '1)计算机或其他相关专业毕业，专科以上学历；', '2)有1年以上Java EE开发经验；', '3)熟悉Spring MVC、Mybatis等开源框架，有springcloud、Spring\xa0Boot等使用经验更好；', '4)熟悉J2EE、Tomcat等应用服务器系统技术；', '5)对前端技术有一定了解，如HTML5、Ajax、CSS、JavaScript、jQuery等；', '5)具有关系型数据库，如Oracle、PostgreSQL等的开发和设计经验；', '6)对以下技术有了解和使用经验为加分项：', 'i.Linux等操作系统；', 'ii.Maven、SVN、Git等项目配置、代码管理和集成工具；', 'iii.Docker等容器技术；', 'iiii.openlayers', '7)为人诚信，思维严谨，工作主动，具有良好的沟通能力和团队合作意识。', '本职位欢迎在校生实习、应届毕业生等投递。']"
['Java中级开发工程师'],['6-8千/月'],"['周末双休', '弹性工作', '带薪年假', '五险一金', '绩效奖金', '节日福利', '专业培训', '免费班车']",['广州-海珠区\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招若干人\xa0\xa0|\xa0\xa001-22发布'],"['\xa01.能够独立胜任项目开发（代码功能开发实践，后期维护bug处理）；', '\xa02.参与需求调研、项目可行性分析、技术可行性分析和需求分析；', '\xa03.负责系统功能升级、改版、优化、二次开发等工作；', '\xa04.熟悉并熟练掌握交付集成部开发的软件项目的相关软件技术；', '\xa05.根据需求分析和系统框架完成系统的详细设计；', '\xa06.完成具体代码的编写工作；', '\xa07.参与实施项目内技术攻关工作；', '\xa08.负责编写相关技术文档及开发公司新的软件产品。', '任职要求：', '1、熟练掌握Java/J2EE、SpingMVC、Mybatis、Bootstrap等技术；', '2、熟练使用微服务spring\xa0cloud、dubbo框构开发；', '3、熟练应用Web前端技术（HTML、JS、Jquery、CSS、Ajax）实现各种交互效果；', '4、熟悉主流数据库oracle、mysql及主流中间件Tomcat/Jboss/WebLogic；', '5、对技术有足够热情，专研精神；', '6、计算机相关专业，至少2年以上Java开发经验，有财税或金融行业产品开发经验者优先。']"
['Java资深程序员（国内项目）'],['6-9千/月'],"['五险一金', '员工旅游', '交通补贴', '餐饮补贴', '出国机会', '年终奖金', '弹性工作', '定期体检', '专业培训']",['大连-高新园区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招5人\xa0\xa0|\xa0\xa001-22发布\xa0\xa0|\xa0\xa0英语熟练'],[]
['Java开发工程师 (职位编号：997)'],['0.8-1.5万/月'],"['弹性工作', '五险一金', '带薪年假', '绩效奖金', '节日福利', '员工旅游', '单双休']",['武汉\xa0\xa0|\xa0\xa05-7年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],['岗位职责：']
['Java开发工程师'],[],"['五险一金', '餐饮补贴', '绩效奖金']",['上海-虹口区\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招若干人\xa0\xa0|\xa0\xa001-22发布'],"['1、根据设计完成代码编写，数据库设计，实现引用功能，负责解决开发过程中的技术问题；', '2、参与日常项目版本升级、开发工作；', '岗位要求：', '1、计算机或相关专业，主课及以上学历，能准确地阅读理解英语技术文档；', '2、两年以上java及web应用软件开发经验，熟练掌握java及面向对象设计开发、多线程编程，掌握常用的设计模式；', '3、Android平台开发经验者优先；', '4、有Linux平台开发经验1年以上者优先；', '5、有网游反外挂系统或外挂工具开发经验者，或对流行反外挂系统机智有深入研究这优先。']"
['Java开发工程师'],['1.2-1.7万/月'],"['五险一金', '定期体检', '周末双休', '13薪', '餐饮补贴', '员工旅游', '专业培训', '绩效奖金', '年终奖金', '弹性工作']",['宁波-江北区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招3人\xa0\xa0|\xa0\xa001-22发布'],"['工作职责：', '1、负责业务项目的软件设计和编码实现，确保安全、质量和性能； ', '2、维护和升级现有软件产品，快速定位并修复现有软件缺陷； ', '3、负责维护和编写开发规范和指南；\xa0', '4、根据公司发展战略参与技术栈的选型、迭代、优化和演进。', '任职要求：', '1、3年以上从业经验，具有扎实的编程基础，精通Java开发语言。熟悉JVM的基础概念，能够对Java进行代码/JVM级的调优和调试；', '2、熟悉常用的中间件, 如redis、消息队列等，了解分布式系统的基础概念，对高并发和高可用的场景有概念；有微服务开发经营者优先; 熟悉Mysql, 具备事务\\分库分表\\性能优化等数据库的基本技能；', '3、深入理解业务，有清晰的业务思路，能够快速熟悉业务场景并转化为项目概念； ', '4、优秀的团队合作精神，具有强悍的心理素质，高效的沟通表达和自我时间管理能力。\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0']"
['Java开发工程师'],['0.5-1万/月'],"['五险一金', '餐饮补贴', '专业培训', '绩效奖金', '年终奖金', '周末双休', '节日福利']",['南京-玄武区\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['1、参与系统数据结构、系统功能模块的设计、研发工作；', '2、遵循研发管理流程规范，负责核心模块代码的编写；', '3、协助项目经理进行项目质量控制、项目进度控制。', '任职要求', '1、计算机或相关专业本科毕业，至少1年工作经验；', '2、熟悉Java基础知识，具有一定的项目经验。', '3、掌握JAVA、JSP、SpringMVC、Spring、SpringBoot、Mybatis、Hibernate等相关知识，掌握\xa0tomcat等服务器的部署；', '4、掌握Oracle、mysql，sql\xa0server等数据库及相关技术、具有数据库方面的开发基础，熟练使用SQL语句', '5、工作积极主动，具备良好的表达和沟通能力、具备团队合作精神和独立分析能力;', '6、有医疗卫生行业软件开发经验者优先考虑。']"
['Java开发工程师'],['0.8-1.8万/月'],"['五险一金', '周末双休', '人性化管理', '花园式办公', '花园式住宿']",['惠州-仲恺区\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],['5、参与过JAVA架构设计及后端应用的开发。']
['Java开发工程师'],['0.6-2万/月'],"['五险一金', '交通补贴', '餐饮补贴', '年终奖金', '弹性工作']",['上海-普陀区\xa0\xa0|\xa0\xa01年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招若干人\xa0\xa0|\xa0\xa001-22发布'],"['任职要求：', '1. 计算机相关专业本科及以上学历，一年以上工作经验；表现优秀应届生亦可；', '2. 有Java基础，注重代码编写规范和结构；', '3. 熟悉Spring/Hibernate/iBatis/JQuery等框架； ', '4. 较强的沟通能力、学习能力、逻辑思维、独立解决问题能力。']"
['JAVA大数据工程师'],['1.6-2万/月'],"['五险一金', '专业培训', '弹性工作', '年终奖金', '绩效奖金', '定期体检', '节日问候', '交通补贴', '通讯补贴']",['成都-高新区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],[]
['java架构师'],['2-2.5万/月'],"['周末双休', '五险一金', '带薪年假', '节日福利', '员工旅游']",['深圳\xa0\xa0|\xa0\xa05-7年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1. 负责核心代码的开发工作，带领团队攻克例如大数据量、高并发、高稳定性等带来的各种挑战及技术难关；参与完成与AI技术的深度结合和系统开发。', '2. 通过模块化、服务化、平台化的建设，降低系统间依赖，提升系统稳定性、可扩展性。', '3. 对现有模块进行架构修改，平台迁移和性能优化。', '4. 负责领域内新技术、新方法的研究、应用及推广。', '任职要求：', '1. 本科及以上学历，计算机相关专业，5年以上JAVA开发工作经验。', '2. 熟练掌握Spring、Spring Boot，Spring Cloud或其他主流开发框架；', '3. 熟悉Dubbo、Zookeeper、Elasticsearch/Solr、Redis、RocketMQ、kafka、分布式调度等开源框架及产品。', '4. 熟悉MySQL/PostgreSQL数据库中的一种或多种，有数据库调优经验。', '5. 负责过中大型产品的后台技术选型，框架搭建和项目实施管理的工作。', '6. 金融行业背景优先，掌握大数据风控设计优先，有大厂背景优先。', '7. 紧跟互联网新技术，并参与过开源项目设计开发的优先']"
