job,wages,welfare,location,req
['Java工程师（银联接口）'],['0.8-1.5万/月'],"['五险一金', '员工旅游', '专业培训', '定期体检', '周末双休', '做五休二', '带薪年假', '节日福利']",['广州-天河区\xa0\xa0|\xa0\xa01年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['岗位要求：', '1、计算机或相关专业专科及以上学历', '2、编程基础扎实，具有良好的编程习惯和代码编写能力', '3、熟练掌握J2EE技术架构及相关技术：Spring、SpringMVC、Hibernate、MyBatis等', '4、熟悉JSP/Ajax/JavaScript/Jquery的使用', '5、具备团队合作意识，强烈工作责任心，协调和团队精神，能承受工作压力，富有进取心，有较强的逻辑思维能力', '6、具有银联支付接口开发能力，熟悉银联网银接口协议开发经验者优先。。', '薪酬福利；', '1、工作时间: 5天工作制，周末双休。', '2、年底双薪，另设有奖励基金、全勤奖、优秀员工奖等薪资奖励。', '3、五险一金，高温补贴等确保您的个人利益。', '4、生日会，节日活动，员工旅游，体检、年会等多彩的员工福利。']"
['JAVA工程师'],['1-1.5万/月'],"['员工旅游', '餐饮补贴', '五险', '全勤奖', '节日福利', '住房补贴', '八小时工作制', '下午茶', '加班补贴', '绩效奖金']",['东莞\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],['岗位职责：']
['Java软件工程师/高级软件开发工程师'],['1.5-3万/月'],"['五险一金', '绩效奖金', '年终奖金', '专业培训', '交通补贴']",['上海-浦东新区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招若干人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1.\xa0负责出行平台项目后端服务的设计和研发工作；', '2.\xa0参与产品需求讨论，负责后台系统的需求分析和功能设计，完成产品的开发和维护；', '3.\xa0快速学习并理解业务知识，准确的实现业务需求；', '岗位要求：', '1、3年以上JAVA开发工作经验，本科学历，计算机相关专业优先；', '2、熟悉MySql数据库，熟悉存储过程，以及SQL语句性能调优技巧；', '3、精通Java开发，熟悉MVC设计模式；熟悉spring、Mybatis 等开发框架；', '4、熟悉HTML、Javascript、Jquery、Freemarker等前端技术及框架；', '5、使用过Tomcat、Nginx、Apache等WEB服务器，参与过性能调优更佳；', '6、熟悉linux应用环境，对linux服务器的日常维护、使用有一定的经验；', '7、熟悉并理解微服务架构及其相关框架（Spring cloud. Dubbo. ZooKeeper. kafka，rabbitmq等）；', '8、良好的沟通及团队协作能力。']"
['Java开发工程师'],['5-8千/月'],[],['哈尔滨-南岗区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['3.熟悉数据库（Oracle、Mysql、SQLserver）；', '4.具有tomcat、JBOSS等应用系统开发经验；']"
['Java软件开发工程师'],['1-1.5万/月'],"['五险一金', '年终奖金', '员工旅游', '绩效奖金']",['武汉-武汉经济开发区\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1.开发智能交通领域的各类业务平台后台软件；', '2.根据软件工程各阶段的要求，输出相应文档；', '3.负责所开发的软件代码功能的自测、bug修复，保障提交的软件代码的质量。', '任职要求：', '1.本科或以上学历，计算机、通信、电子等IT相关专业，两年以上软件开发经验；', '2.熟练使用Java语言，掌握基础的IP网络知识，有开发Javaweb软件的经验；', '3.了解Spring、SpringMVC、Mybatis、Hibernate等框架，掌握MySQL、Redis、MongodB等数据库技术；', '4.英语四级或者以上水平，可以熟练阅读英文资料。', '注，这一岗位也可以选择在公司光谷分部上班，地址是：', '武汉东湖新技术开发区高新大道999号未来科技城C区C1座501-502室']"
['Java开发工程师'],['1-1.5万/月'],[],['长沙-岳麓区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招5人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1.负责相应研发工作；', '2.开发计划和管理；按迭代交付成果；', '3.解决各类潜在系统技术风险、保证系统的安全、稳定运行。', '岗位要求：', '1. 大专及以上学历，计算机相关专业； ', '2.三年以上软件研发经验，两年以上软件架构设计经验，有监测类项目经验，； ', '3. 熟悉weblogic、tomcat等应用服务器，熟悉linux\\windows系统上的安装部署和配置； ', '4. 熟悉servlet、JSP，熟悉spring、springmvc、hibernate、quartz等开源框架，有netty、thrift使用经验优先； ', '5. 熟练使用xfire、axis2或cxf开发webservices；熟练使用socket开发网络通信程序； ', '6.熟练掌握HTML、CSS、Javascript、jquery、ajax等WEB页面设计与编程，有anychart、echart使用经验；', '7.熟练使用Oracle/MySql中一种及以上数据库，能熟练编写SQL、存储过程、函数、视图、触发器，熟练使用数据库设计工具powerdesign； ', '8. 熟悉OOD、OOP及软件架构设计模式，熟悉设计模式及实现，能够利用UML及相关设计工具进行系统设计； ', '9.拥有较强的学习能力、解决问题能力和动手能力，敏锐的风险意识和良好的风险识别能力； ']"
['Java开发工程师'],['0.8-1万/月'],"['绩效奖金', '弹性工作', '五险']",['重庆-渝北区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招4人\xa0\xa0|\xa0\xa001-22发布'],"['1．根据项目要求进行软件设计和开发工作；', '2．负责解决项目中的技术问题、技术攻关；完成软件测试并修复程序中存缺陷和错误；', '3．独立设计、制作系统的架构、编写Sample;', '4.\xa0公司服务器、数据库安全机制建立、管理工作；', '5．完成部分核心编码、测试及文档工作。', '任职资格：', '1.\xa0计算机相关专业，\xa0', '2.至少三年以上Java开发经验；\xa0\xa0', '3.\xa0具备清晰的编程思路和良好的代码规范；\xa0\xa0', '4.扎实的JAVA基础，熟悉面向对象编程思想；\xa0\xa0', '5.熟悉Spring、mybatis、spring\xa0boot、spring\xa0cloud、dubbo等，对框架本身有过开发或重构者可优先考虑；\xa0\xa0\xa0', '6.\xa0熟悉MYSQL、ORACLE等关系型数据库，具有一定的SQL优化能力；\xa0\xa0\xa0', '7.熟悉常用的缓存，比如Redis、Memcache等；']"
['java开发工程师（重庆）'],['8-12万/年'],"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金', '绩效奖金', '定期体检']",['重庆-南岸区\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招10人\xa0\xa0|\xa0\xa001-22发布\xa0\xa0|\xa0\xa0普通话一般\xa0\xa0|\xa0\xa0软件工程 计算机科学与技术'],"['岗位职责：', '1、参加公司的项目开发工作；', '2、根据开发进度和任务分配，完成相应模块软件的设计、开发等任务；', '3、进行程序单元、功能的测试，查出软件存在的缺陷并保证其质量；', '4、负责业务系统的日常维护工作，解决生产上的问题和缺陷；', '5、根据公司技术文档规范编写相应的技术文档以及编写相应的说明书。', '任职资格：', '1、专科以上学历，计算机软件或相关专业，2年以上Java开发经验；', '2、熟悉微服务架构、并对微服务架构体系有自已的理解。', '3、扎实的Java编程基础，对Spring、SpringMVC、SpringBoot、SpringCloud、Shiro、MyBatis、Dubbo、Nginx、MQ等开源框架熟悉，并能了解它的原理和机制；\xa0', '4、熟悉redis缓存机制，并有一定的开发经验。', '5、熟悉linux常用命令', '6、熟悉svn、git、maven、jenkins等；', '7、熟悉oracle、mysql等数据库，并能根据业务需求设计数据库结构、优化sql；', '8、了解分布式技术原理，有使用分布式缓存，消息队列，分布式锁机制，分布式事务等开发经验者优先；', '9、对于高并发，高稳定可用性、高性能、大数据处理有过实际项目产品经验者优先。']"
['JAVA后端开发工程师'],['1.5-2.5万/月'],"['五险一金', '员工旅游', '年终奖金', '股票期权', '定期体检', '交通补贴', '餐饮补贴', '通讯补贴']",['杭州\xa0\xa0|\xa0\xa05-7年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['职责描述：', '1.公司对外项目Java后端程序开发；', '2.新技术调研，关键技术评估选型', '3.优化产品性能，保障并优化代码质量', '4.开发文档撰写、维护，保障开发流程符合公司规定开发体系。', '任职要求：', '1. 本科及以上学历，熟悉计算机相关技术和概念；', '2. 五年以上Java后端相关工作经验，能紧跟技术趋势；', '3.精通后端开发框架， SpringBoot， SpringCloud等；', '4.精通分布式程序开发和理念；', '5.精通MySql，PostgreSql中的一种', '6.熟悉Elasticsearch， Redis， MongoDB, HBase的开发和操作；', '7.可接受在合理范围内的出差 。', '加分项：', '1.熟悉Hahoop， Spark生态系统的优先；', '2.做过工业软件的优先；', '3.有前端经验的优先；', '4.熟悉敏捷开发和DevOps。']"
['Java初级开发工程师'],['5-8千/月'],"['绩效奖金', '五险一金']",['广州-天河区\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['1.负责公司业务系统开发工作；', '2.编写模块详细设计文档，负责业务模块的代码编写；', '任职资格：', '1、计算机软件相关专业大专毕业，不符合者请勿投递；', '2、1-2年以上Java web开发经验，有互联网工作经验者和分布式系统开发经验者优先考虑； ', '3、熟悉掌握Spring、SpringMVC、Struts、Hibernate、Mybatis等开源框架； ', '4、熟悉：Oracle、elasticsearch等，并至少熟练掌握其中一种；', '6、熟悉：微服务开发，Spring Clound、Spring boot；', '7、做事条理，有一定的分析解决技术问题能力； ', '8、工作态度积极主动，责任心强，良好的沟通能力及团队合作精神。', '工作时间：', '        上午：9:00~12:00 下午：13:30~18:30']"
['Java高级开发工程师'],['1.5-2万/月'],"['五险一金', '定期体检', '专业培训', '节日福利']",['青岛-崂山区\xa0\xa0|\xa0\xa05-7年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招若干人\xa0\xa0|\xa0\xa001-22发布'],"['工作职责：', '1、负责公司系统后端Java开发，保质保量完成编码任务。', '2、积极参与系统需求分析、系统设计和具体开发工作。', '3、辅助进行系统的功能定义、程序设计，分析并解决软件开发过程中的问题。', '4、根据项目需要撰写及修改相应的技术文档。', '任职要求：', '1、扎实的计算机专业基本功，强大的编码能力。', '2、熟练掌握Java，有开源软件源码阅读经验者优先。', '3、熟悉常用设计模式，有实战经验。', '4、熟悉Spring、MyBatis、SpringCloud等框架，了解其原理和使用优缺点，并有实战经验。', '5、熟悉Sqlserver、Mysql、Oracle的使用。', '6、了解SOA、微服务、分布式服务架构理论及常用技术，有大数据开发经验者优先。', '7、熟悉Linux系统使用，有线上运维经验者优先。', '8、具有较强的沟通能力，乐于分享，具备良好的团队合作精神。']"
['高级Java开发工程师'],['1.5-3万/月'],[],['广州-天河区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招若干人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1、\xa0负责公司产品/工具/平台的设计、开发、测试、上线、运维工作', '2、\xa0参与需求分析、设计，使用java为主的语言完成软件开发、单元测试前后端联调等各项工作', '3、\xa0遵循各项开发及测试规范，能按时、高质量地完成开发任务,对代码质量要求严格,有良好的测试习惯及意识\xa0', '岗位要求:', '1)\xa0本科及以上学历;3年以上JAVA应用开发工作经验，对JVM原理有一定了解', '2)\xa0精通java编程,熟悉微服务架构常用开源框架和中间件,如Spring\xa0cloud、spring\xa0boot、Dubbo等;', '3)\xa0熟悉常用关系数据库和非关系型数据库、消息队列、缓存、工作流等', '4)\xa0熟悉java性能优化、对并行、事务管控等非常熟悉', '5)\xa0熟悉DevOps开发和运维过程，熟悉掌握git代码管理工具', '6)\xa0熟悉Graphql、有golang\xa0开发经验、开发平台、自动运维平台开发类经验优先', '7)\xa0有医疗领域工作经验者优先。']"
['Java'],['1.3-2万/月'],"['五险一金', '免费班车', '员工旅游', '餐饮补贴', '专业培训', '绩效奖金', '年终奖金', '股票期权', '定期体检']",['上海\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招若干人\xa0\xa0|\xa0\xa001-22发布'],"['1. 在公司的技术要求下进行项目开发', '2. 在项目经理的指导下完成项目的模块开发', '3. 配合项目组其他成员完成项目相关开发工作', '4. 配合客户开展需求分析工作', '5. 编写必要的项目文档', '技术要求：', '1.Java基础扎实，熟练使用Java8，熟悉J2EE架构，良好的编码习惯', '2.具备web开发经验，熟练使用SSM、springboot、springcloud、Freemarker、shiro等主流开源框架以及微服务开发经验', '3.熟悉nginx、redis、kafka、ElasticSearch等常用中间件，并有实战经验', '4.掌握Oracle、DB2、Mysql、SqlServer等数据库系统中两种及以上', '5.熟悉如TCP/IP、HTTP、HTTPS、SSL等通讯协议', '6.熟练使用maven、svn、git、PowerDesigner等工具', '7.熟练掌握常见的安全攻击的防范手段，有较好的信息安全意识', '8.计算机相关专业、有金融领域相关系统开发经验者优先', '应聘要求：', '1.\xa0计算机或相关专业本科以上学历（学信网可查询），3年以上实际Java开发经验', '2.\xa0具有较强的责任心，善于交流和沟通', '3.\xa0具有高度团队合作精神，有较强学习新知识的能力并且具备主动学习意识']"
